id,transactionID,transactionDate,transactionType,value
101152876,349098017,2017-12-06T00:00:00.000+0000,earn_package,462
101152876,349098019,2017-12-06T00:00:00.000+0000,earn_package,23
101152876,349098021,2017-12-06T00:00:00.000+0000,earn_package,20
101152876,359933104,2018-01-10T00:00:00.000+0000,earn_package,1419
101152876,359933106,2018-01-10T00:00:00.000+0000,earn_package,793
101152876,359933109,2018-01-10T00:00:00.000+0000,earn_package,79
101152876,359933112,2018-01-10T00:00:00.000+0000,earn_package,142
101152876,433429070,2018-07-15T00:00:00.000+0000,earn_lodging,232
101152876,433429072,2018-07-15T00:00:00.000+0000,earn_lodging,284
101152876,433361062,2018-07-15T00:00:00.000+0000,earn_package,198
101152876,499272182,2018-11-28T00:00:00.000+0000,earn_package,477
101152876,499272185,2018-11-28T00:00:00.000+0000,earn_package,477
101152876,499272187,2018-11-28T00:00:00.000+0000,earn_package,477
101152876,499272190,2018-11-28T00:00:00.000+0000,earn_package,477
101152876,499272194,2018-11-28T00:00:00.000+0000,earn_package,1318
101152876,499272198,2018-11-28T00:00:00.000+0000,earn_package,477
101152876,499272201,2018-11-28T00:00:00.000+0000,earn_package,477
101152876,499272203,2018-11-28T00:00:00.000+0000,earn_package,118
100019497,36154776,2013-06-10T01:00:00.000+0000,exp,1366
100695075,48321789,2013-12-29T01:00:00.000+0000,exp,627
100695075,152392311,2016-02-09T02:00:00.000+0000,rdm_package,42000
100695075,249338586,2017-02-17T02:00:00.000+0000,rdm_package,42000
101152876,170060769,2016-04-30T01:00:00.000+0000,exp,12474
101152876,417769509,2018-06-08T02:00:00.000+0000,rdm_lodging,6475
